Table with column headers in rows 3 and 4,,,,,
State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages","Poverty Percent, All Ages"
40,143,OK,Tulsa County,"89,706",14.1
40,145,OK,Wagoner County,"7,912",10.0
40,147,OK,Washington County,"6,607",13.0
40,149,OK,Washita County,"1,929",17.8
40,151,OK,Woods County,"1,194",15.2
40,153,OK,Woodward County,"2,816",14.8
41,000,OR,Oregon,"516,014",12.5
41,001,OR,Baker County,"2,405",15.4
41,003,OR,Benton County,"13,739",15.8
41,005,OR,Clackamas County,"30,022",7.3
41,007,OR,Clatsop County,"4,317",11.0
41,009,OR,Columbia County,"5,302",10.2
41,011,OR,Coos County,"10,005",15.9
41,013,OR,Crook County,"3,049",12.9
41,015,OR,Curry County,"3,381",14.9
41,017,OR,Deschutes County,"17,918",9.4
41,019,OR,Douglas County,"16,387",15.0
41,021,OR,Gilliam County,212,11.4
41,023,OR,Grant County,"1,164",16.4
41,025,OR,Harney County,"1,089",15.1
41,027,OR,Hood River County,"2,512",10.9
41,029,OR,Jackson County,"32,137",14.8
41,031,OR,Jefferson County,"3,704",16.0
41,033,OR,Josephine County,"14,655",17.0
41,035,OR,Klamath County,"12,310",18.5
41,037,OR,Lake County,"1,360",18.3
41,039,OR,Lane County,"67,217",18.1
41,041,OR,Lincoln County,"6,639",13.6
41,043,OR,Linn County,"15,989",12.7
41,045,OR,Malheur County,"5,774",21.0
41,047,OR,Marion County,"48,997",14.5
41,049,OR,Morrow County,"1,744",15.4
41,051,OR,Multnomah County,"95,543",12.0
41,053,OR,Polk County,"10,622",12.7
41,055,OR,Sherman County,237,13.9
41,057,OR,Tillamook County,"3,470",13.2
41,059,OR,Umatilla County,"11,557",15.8
41,061,OR,Union County,"3,598",13.9
41,063,OR,Wallowa County,"1,013",14.5
41,065,OR,Wasco County,"3,467",13.4
41,067,OR,Washington County,"51,789",8.8
41,069,OR,Wheeler County,258,19.2
41,071,OR,Yamhill County,"12,433",12.2
42,000,PA,Pennsylvania,"1,517,936",12.2
42,001,PA,Adams County,"7,919",8.0
42,003,PA,Allegheny County,"138,397",11.7
42,005,PA,Armstrong County,"5,917",9.2
42,007,PA,Beaver County,"18,061",11.2
42,009,PA,Bedford County,"5,007",10.5
42,011,PA,Berks County,"46,762",11.4
42,013,PA,Blair County,"17,156",14.4
42,015,PA,Bradford County,"7,495",12.5
42,017,PA,Bucks County,"35,350",5.7
42,019,PA,Butler County,"15,883",8.7
42,021,PA,Cambria County,"18,520",14.7
42,023,PA,Cameron County,614,13.9
42,025,PA,Carbon County,"7,522",11.9
42,027,PA,Centre County,"25,901",18.1
42,029,PA,Chester County,"34,311",6.7
42,031,PA,Clarion County,"5,646",15.3
42,033,PA,Clearfield County,"11,323",15.4
42,035,PA,Clinton County,"4,506",12.3
42,037,PA,Columbia County,"7,553",12.3
42,039,PA,Crawford County,"10,880",13.4
42,041,PA,Cumberland County,"17,469",7.3
42,043,PA,Dauphin County,"35,730",13.2
42,045,PA,Delaware County,"47,800",8.8
42,047,PA,Elk County,"2,742",9.2
42,049,PA,Erie County,"39,839",15.3
42,051,PA,Fayette County,"18,475",14.6
42,053,PA,Forest County,"1,113",24.0
42,055,PA,Franklin County,"16,759",11.0
42,057,PA,Fulton County,"1,645",11.5
42,059,PA,Greene County,"5,334",15.9
42,061,PA,Huntingdon County,"5,498",13.7
42,063,PA,Indiana County,"12,356",15.5
42,065,PA,Jefferson County,"6,166",14.4
42,067,PA,Juniata County,"2,277",9.4
42,069,PA,Lackawanna County,"28,929",14.2
42,071,PA,Lancaster County,"42,131",7.9
42,073,PA,Lawrence County,"13,319",15.8
42,075,PA,Lebanon County,"13,802",10.0
42,077,PA,Lehigh County,"42,991",12.0
42,079,PA,Luzerne County,"43,839",14.3
42,081,PA,Lycoming County,"14,054",13.0
42,083,PA,Mc Kean County,"6,374",16.8
42,085,PA,Mercer County,"15,985",15.3
42,087,PA,Mifflin County,"6,867",15.1
42,089,PA,Monroe County,"20,202",12.3
42,091,PA,Montgomery County,"47,317",5.9
42,093,PA,Montour County,"1,771",10.1
42,095,PA,Northampton County,"29,917",10.2
42,097,PA,Northumberland County,"11,552",13.3
42,099,PA,Perry County,"4,438",9.8
42,101,PA,Philadelphia County,"372,322",24.3
42,103,PA,Pike County,"5,690",10.3
42,105,PA,Potter County,"2,413",14.8
42,107,PA,Schuylkill County,"17,574",13.0
42,109,PA,Snyder County,"4,052",10.7
42,111,PA,Somerset County,"8,289",12.0
42,113,PA,Sullivan County,847,14.3
42,115,PA,Susquehanna County,"5,128",12.8
42,117,PA,Tioga County,"5,894",15.0
42,119,PA,Union County,"4,575",12.6
42,121,PA,Venango County,"7,537",15.0
42,123,PA,Warren County,"4,316",11.2
42,125,PA,Washington County,"18,274",9.0
42,127,PA,Wayne County,"6,163",13.0
42,129,PA,Westmoreland County,"31,749",9.2
42,131,PA,Wyoming County,"3,116",11.8
42,133,PA,York County,"38,582",8.8
44,000,RI,Rhode Island,"130,538",12.8
44,001,RI,Bristol County,"3,557",7.7
44,003,RI,Kent County,"12,620",7.8
44,005,RI,Newport County,"6,423",8.1
44,007,RI,Providence County,"98,431",16.1
44,009,RI,Washington County,"9,507",8.0
45,000,SC,South Carolina,"750,582",15.2
45,001,SC,Abbeville County,"4,545",19.1
45,003,SC,Aiken County,"25,095",15.0
45,005,SC,Allendale County,"2,901",37.3
45,007,SC,Anderson County,"28,843",14.6
45,009,SC,Bamberg County,"3,605",26.7
45,011,SC,Barnwell County,"4,661",22.4
45,013,SC,Beaufort County,"19,881",10.9
45,015,SC,Berkeley County,"27,687",12.8
45,017,SC,Calhoun County,"2,647",18.4
45,019,SC,Charleston County,"55,971",14.2
45,021,SC,Cherokee County,"9,394",16.8
45,023,SC,Chester County,"5,830",18.2
45,025,SC,Chesterfield County,"9,453",20.9
45,027,SC,Clarendon County,"8,520",26.4
45,029,SC,Colleton County,"7,440",20.0
45,031,SC,Darlington County,"15,356",23.5
45,033,SC,Dillon County,"9,648",32.1
45,035,SC,Dorchester County,"17,466",11.0
45,037,SC,Edgefield County,"4,489",18.5
45,039,SC,Fairfield County,"5,219",23.7
45,041,SC,Florence County,"24,375",18.0
45,043,SC,Georgetown County,"12,064",19.6
45,045,SC,Greenville County,"55,837",11.1
45,047,SC,Greenwood County,"12,455",18.3
45,049,SC,Hampton County,"4,637",25.8
45,051,SC,Horry County,"48,595",14.3
45,053,SC,Jasper County,"5,263",19.0
45,055,SC,Kershaw County,"9,431",14.5
45,057,SC,Lancaster County,"12,446",13.3
45,059,SC,Laurens County,"12,768",19.7
45,061,SC,Lee County,"4,376",28.1
45,063,SC,Lexington County,"36,432",12.5
45,065,SC,McCormick County,"1,564",18.6
45,067,SC,Marion County,"7,841",25.5
45,069,SC,Marlboro County,"7,104",30.0
45,071,SC,Newberry County,"6,362",17.1
45,073,SC,Oconee County,"11,159",14.4
45,075,SC,Orangeburg County,"21,733",25.9
45,077,SC,Pickens County,"19,471",16.6
45,079,SC,Richland County,"64,210",16.7
45,081,SC,Saluda County,"3,017",14.9
45,083,SC,Spartanburg County,"41,706",13.6
45,085,SC,Sumter County,"19,418",18.7
45,087,SC,Union County,"5,485",20.4
45,089,SC,Williamsburg County,"7,726",26.0
45,091,SC,York County,"26,453",9.8
46,000,SD,South Dakota,"109,814",12.9
46,003,SD,Aurora County,276,10.2
46,005,SD,Beadle County,"2,387",12.9
46,007,SD,Bennett County,"1,115",32.5
46,009,SD,Bon Homme County,866,15.7
46,011,SD,Brookings County,"3,744",11.8
46,013,SD,Brown County,"4,195",11.0
46,015,SD,Brule County,807,15.8
46,017,SD,Buffalo County,925,45.7
46,019,SD,Butte County,"1,442",14.3
46,021,SD,Campbell County,149,10.9
46,023,SD,Charles Mix County,"1,857",20.9
46,025,SD,Clark County,440,12.6
46,027,SD,Clay County,"2,314",19.5
46,029,SD,Codington County,"3,115",11.3
46,031,SD,Corson County,"1,394",33.6
46,033,SD,Custer County,853,10.1
46,035,SD,Davison County,"2,290",12.0
46,037,SD,Day County,820,15.3
46,039,SD,Deuel County,390,9.1
46,041,SD,Dewey County,"1,514",25.8
46,043,SD,Douglas County,340,12.1
46,045,SD,Edmunds County,421,11.5
46,047,SD,Fall River County,850,13.0
46,049,SD,Faulk County,332,15.6
46,051,SD,Grant County,707,9.9
46,053,SD,Gregory County,686,16.5
46,055,SD,Haakon County,208,11.0
46,057,SD,Hamlin County,549,9.3
46,059,SD,Hand County,314,9.8
46,061,SD,Hanson County,280,8.8
46,063,SD,Harding County,131,10.7
46,065,SD,Hughes County,"1,590",9.4
46,067,SD,Hutchinson County,784,11.5
46,069,SD,Hyde County,128,10.3
46,071,SD,Jackson County,"1,070",32.7
46,073,SD,Jerauld County,280,14.5
46,075,SD,Jones County,122,13.2
46,077,SD,Kingsbury County,432,9.0
46,079,SD,Lake County,"1,258",10.2
46,081,SD,Lawrence County,"3,155",12.7
46,083,SD,Lincoln County,"2,585",4.4
46,085,SD,Lyman County,794,21.1
46,087,SD,McCook County,514,9.6
46,089,SD,McPherson County,379,17.1
46,091,SD,Marshall County,587,12.0
46,093,SD,Meade County,"2,309",8.4
46,095,SD,Mellette County,699,35.2
46,097,SD,Miner County,247,11.5
46,099,SD,Minnehaha County,"18,035",9.6
46,101,SD,Moody County,644,9.9
46,102,SD,Oglala Lakota County,"7,688",54.0
46,103,SD,Pennington County,"14,567",13.3
46,105,SD,Perkins County,394,13.7
46,107,SD,Potter County,217,10.2
46,109,SD,Roberts County,"2,173",21.3
46,111,SD,Sanborn County,299,12.9
46,115,SD,Spink County,781,12.6
46,117,SD,Stanley County,235,7.8
46,119,SD,Sully County,123,8.8
46,121,SD,Todd County,"4,955",48.4
46,123,SD,Tripp County,"1,061",19.9
46,125,SD,Turner County,775,9.4
46,127,SD,Union County,915,5.9
46,129,SD,Walworth County,812,15.0
46,135,SD,Yankton County,"2,296",11.0
46,137,SD,Ziebach County,"1,201",43.9
47,000,TN,Tennessee,"1,003,055",15.2
47,001,TN,Anderson County,"12,433",16.5
47,003,TN,Bedford County,"6,955",14.4
47,005,TN,Benton County,"3,068",19.2
47,007,TN,Bledsoe County,"3,235",26.7
47,009,TN,Blount County,"12,816",9.9
47,011,TN,Bradley County,"15,216",14.7
47,013,TN,Campbell County,"8,392",21.6
47,015,TN,Cannon County,"2,022",14.2
47,017,TN,Carroll County,"4,963",18.6
47,019,TN,Carter County,"10,530",19.1
47,021,TN,Cheatham County,"4,122",10.3
47,023,TN,Chester County,"2,555",15.9
47,025,TN,Claiborne County,"7,129",23.4
47,027,TN,Clay County,"1,601",21.0
47,029,TN,Cocke County,"7,981",22.5
47,031,TN,Coffee County,"8,745",15.9
47,033,TN,Crockett County,"2,736",19.4
47,035,TN,Cumberland County,"8,494",14.4
47,037,TN,Davidson County,"102,623",15.4
47,039,TN,Decatur County,"2,083",18.2
47,041,TN,DeKalb County,"3,435",17.4
47,043,TN,Dickson County,"7,259",13.8
47,045,TN,Dyer County,"6,735",18.4
47,047,TN,Fayette County,"5,227",13.1
47,049,TN,Fentress County,"3,701",20.6
47,051,TN,Franklin County,"6,335",16.0
47,053,TN,Gibson County,"7,904",16.5
47,055,TN,Giles County,"4,160",14.5
47,057,TN,Grainger County,"4,211",18.4
47,059,TN,Greene County,"10,146",15.1
47,061,TN,Grundy County,"2,787",21.2
47,063,TN,Hamblen County,"10,883",17.1
47,065,TN,Hamilton County,"46,021",13.0
47,067,TN,Hancock County,"1,912",29.9
47,069,TN,Hardeman County,"5,025",23.5
47,071,TN,Hardin County,"5,149",20.3
47,073,TN,Hawkins County,"10,252",18.4
47,075,TN,Haywood County,"3,513",20.5
47,077,TN,Henderson County,"4,957",18.0
47,079,TN,Henry County,"5,982",18.8
47,081,TN,Hickman County,"3,827",16.3
47,083,TN,Houston County,"1,349",16.7
47,085,TN,Humphreys County,"2,477",13.6
47,087,TN,Jackson County,"2,286",19.8
47,089,TN,Jefferson County,"7,241",13.8
47,091,TN,Johnson County,"3,308",20.7
47,093,TN,Knox County,"59,817",13.2
47,095,TN,Lake County,"1,795",36.5
47,097,TN,Lauderdale County,"5,907",24.9
47,099,TN,Lawrence County,"7,643",17.7
47,101,TN,Lewis County,"2,074",17.5
47,103,TN,Lincoln County,"4,853",14.4
47,105,TN,Loudon County,"4,754",9.1
47,107,TN,McMinn County,"8,307",15.9
47,109,TN,McNairy County,"4,408",17.4
47,111,TN,Macon County,"4,309",18.1
47,113,TN,Madison County,"16,631",17.8
47,115,TN,Marion County,"4,337",15.3
47,117,TN,Marshall County,"4,702",14.1
47,119,TN,Maury County,"10,032",10.8
47,121,TN,Meigs County,"2,153",17.8
47,123,TN,Monroe County,"7,151",15.7
47,125,TN,Montgomery County,"24,251",12.0
47,127,TN,Moore County,575,9.1
47,129,TN,Morgan County,"3,919",20.4
47,131,TN,Obion County,"5,267",17.7
47,133,TN,Overton County,"3,251",15.0
47,135,TN,Perry County,"1,390",17.6
47,137,TN,Pickett County,797,16.0
47,139,TN,Polk County,"2,623",15.8
47,141,TN,Putnam County,"10,996",14.5
47,143,TN,Rhea County,"5,886",18.4
47,145,TN,Roane County,"7,779",14.8
47,147,TN,Robertson County,"7,414",10.6
47,149,TN,Rutherford County,"33,172",10.4
47,151,TN,Scott County,"4,591",21.2
47,153,TN,Sequatchie County,"2,339",16.0
47,155,TN,Sevier County,"13,466",13.9
47,157,TN,Shelby County,"198,554",21.7
47,159,TN,Smith County,"2,739",13.9
47,161,TN,Stewart County,"1,867",13.9
47,163,TN,Sullivan County,"25,549",16.5
47,165,TN,Sumner County,"16,426",8.9
47,167,TN,Tipton County,"7,240",12.0
47,169,TN,Trousdale County,"1,570",18.6
47,171,TN,Unicoi County,"2,797",16.1
47,173,TN,Union County,"3,858",19.8
47,175,TN,Van Buren County,918,16.3
47,177,TN,Warren County,"9,025",22.5
47,179,TN,Washington County,"18,528",14.9
47,181,TN,Wayne County,"3,066",21.3
47,183,TN,Weakley County,"6,252",19.7
47,185,TN,White County,"4,612",17.3
47,187,TN,Williamson County,"8,794",3.8
47,189,TN,Wilson County,"10,888",7.8
48,000,TX,Texas,"4,181,623",14.9
48,001,TX,Anderson County,"8,778",19.8
48,003,TX,Andrews County,"1,922",10.7
48,005,TX,Angelina County,"15,052",17.9
48,007,TX,Aransas County,"4,642",19.9
48,009,TX,Archer County,922,10.6
48,011,TX,Armstrong County,197,10.7
48,013,TX,Atascosa County,"7,803",15.7
48,015,TX,Austin County,"3,031",10.2
48,017,TX,Bailey County,"1,087",15.8
48,019,TX,Bandera County,"3,016",13.4
48,021,TX,Bastrop County,"10,673",12.6
48,023,TX,Baylor County,563,16.1
48,025,TX,Bee County,"6,607",26.7
48,027,TX,Bell County,"44,865",13.0
48,029,TX,Bexar County,"334,215",17.2
48,031,TX,Blanco County,"1,176",10.1
48,033,TX,Borden County,65,10.0
48,035,TX,Bosque County,"2,721",14.9
48,037,TX,Bowie County,"16,794",19.1
48,039,TX,Brazoria County,"36,342",10.1
48,041,TX,Brazos County,"49,310",23.2
48,043,TX,Brewster County,"1,475",16.0
48,045,TX,Briscoe County,245,16.2
48,047,TX,Brooks County,"2,183",31.0
48,049,TX,Brown County,"4,778",13.2
48,051,TX,Burleson County,"2,686",14.8
48,053,TX,Burnet County,"5,099",11.0
48,055,TX,Caldwell County,"5,850",14.1
48,057,TX,Calhoun County,"3,036",14.2
48,059,TX,Callahan County,"1,661",12.0
48,061,TX,Cameron County,"117,193",27.9
48,063,TX,Camp County,"2,431",18.8
48,065,TX,Carson County,536,8.9
48,067,TX,Cass County,"6,059",20.4
48,069,TX,Castro County,"1,328",17.5
48,071,TX,Chambers County,"3,593",8.5
48,073,TX,Cherokee County,"8,623",17.4
48,075,TX,Childress County,"1,180",21.2
48,077,TX,Clay County,"1,125",10.9
48,079,TX,Cochran County,609,21.9
48,081,TX,Coke County,469,14.1
48,083,TX,Coleman County,"1,604",19.3
48,085,TX,Collin County,"64,180",6.4
48,087,TX,Collingsworth County,502,17.3
48,089,TX,Colorado County,"2,845",13.7
48,091,TX,Comal County,"10,498",7.1
48,093,TX,Comanche County,"2,180",16.4
48,095,TX,Concho County,702,26.6
48,097,TX,Cooke County,"5,914",14.8
48,099,TX,Coryell County,"9,407",15.0
48,101,TX,Cottle County,293,21.2
48,103,TX,Crane County,475,10.1
48,105,TX,Crockett County,529,15.3
48,107,TX,Crosby County,"1,349",23.7
48,109,TX,Culberson County,444,20.3
48,111,TX,Dallam County,867,12.1
48,113,TX,Dallas County,"368,310",14.2
48,115,TX,Dawson County,"2,575",22.9
48,117,TX,Deaf Smith County,"3,232",17.5
48,119,TX,Delta County,908,17.2
48,121,TX,Denton County,"62,151",7.3
48,123,TX,DeWitt County,"3,370",18.4
48,125,TX,Dickens County,390,20.3
48,127,TX,Dimmit County,"2,508",24.6
48,129,TX,Donley County,574,18.6
48,131,TX,Duval County,"2,684",25.5
48,133,TX,Eastland County,"3,269",18.7
48,135,TX,Ector County,"20,485",12.9
48,137,TX,Edwards County,425,22.1
48,139,TX,Ellis County,"15,609",8.8
48,141,TX,El Paso County,"169,120",20.5
48,143,TX,Erath County,"6,988",18.1
48,145,TX,Falls County,"3,331",21.7
48,147,TX,Fannin County,"4,466",13.8
48,149,TX,Fayette County,"3,322",13.3
48,151,TX,Fisher County,592,15.5
48,153,TX,Floyd County,"1,218",21.0
48,155,TX,Foard County,210,18.0
48,157,TX,Fort Bend County,"61,455",7.9
48,159,TX,Franklin County,"1,615",15.2
48,161,TX,Freestone County,"2,493",13.7
48,163,TX,Frio County,"4,511",27.5
48,165,TX,Gaines County,"3,198",15.4
48,167,TX,Galveston County,"40,109",12.1
48,169,TX,Garza County,"1,096",24.6
48,171,TX,Gillespie County,"2,527",9.6
48,173,TX,Glasscock County,134,9.7
48,175,TX,Goliad County,"1,077",14.4
48,177,TX,Gonzales County,"3,465",16.9
48,179,TX,Gray County,"3,352",16.7
48,181,TX,Grayson County,"16,116",12.3
48,183,TX,Gregg County,"18,108",15.1
48,185,TX,Grimes County,"4,444",17.5
48,187,TX,Guadalupe County,"13,716",8.5
48,189,TX,Hale County,"5,715",18.4
48,191,TX,Hall County,718,24.1
48,193,TX,Hamilton County,"1,221",14.7
48,195,TX,Hansford County,626,11.6
48,197,TX,Hardeman County,680,17.4
48,199,TX,Hardin County,"7,035",12.4
48,201,TX,Harris County,"767,367",16.5
48,203,TX,Harrison County,"9,584",14.7
48,205,TX,Hartley County,429,9.5
48,207,TX,Haskell County,"1,220",23.1
48,209,TX,Hays County,"28,293",13.2
48,211,TX,Hemphill County,366,9.6
48,213,TX,Henderson County,"15,718",19.4
48,215,TX,Hidalgo County,"256,985",30.0
48,217,TX,Hill County,"4,460",12.6
48,219,TX,Hockley County,"4,300",19.5
48,221,TX,Hood County,"6,108",10.2
48,223,TX,Hopkins County,"5,320",14.6
48,225,TX,Houston County,"5,323",26.1
48,227,TX,Howard County,"6,263",20.6
48,229,TX,Hudspeth County,838,17.8
48,231,TX,Hunt County,"12,715",13.6
48,233,TX,Hutchinson County,"2,708",13.0
48,235,TX,Irion County,123,8.1
48,237,TX,Jack County,"1,359",17.7
48,239,TX,Jackson County,"1,885",12.9
48,241,TX,Jasper County,"6,682",19.2
48,243,TX,Jeff Davis County,284,13.1
48,245,TX,Jefferson County,"44,682",18.7
48,247,TX,Jim Hogg County,"1,318",25.2
48,249,TX,Jim Wells County,"8,552",21.2
48,251,TX,Johnson County,"17,965",10.7
48,253,TX,Jones County,"3,232",22.0
48,255,TX,Karnes County,"2,751",21.8
48,257,TX,Kaufman County,"14,539",11.5
48,259,TX,Kendall County,"3,361",7.5
48,261,TX,Kenedy County,63,14.3
48,263,TX,Kent County,89,13.3
48,265,TX,Kerr County,"7,023",13.9
48,267,TX,Kimble County,760,17.6
48,269,TX,King County,38,13.7
48,271,TX,Kinney County,724,21.1
48,273,TX,Kleberg County,"7,369",25.0
48,275,TX,Knox County,723,20.4
48,277,TX,Lamar County,"7,066",14.4
48,279,TX,Lamb County,"2,587",20.0
48,281,TX,Lampasas County,"2,713",12.9
48,283,TX,La Salle County,"1,737",29.6
48,285,TX,Lavaca County,"2,644",13.5
48,287,TX,Lee County,"2,049",12.3
48,289,TX,Leon County,"2,679",15.6
48,291,TX,Liberty County,"12,252",15.1
48,293,TX,Limestone County,"4,860",22.2
48,295,TX,Lipscomb County,397,12.0
48,297,TX,Live Oak County,"2,067",18.7
48,299,TX,Llano County,"2,628",12.3
48,301,TX,Loving County,5,3.3
48,303,TX,Lubbock County,"52,037",17.6
48,305,TX,Lynn County,"1,063",18.3
48,307,TX,McCulloch County,"1,449",18.5
48,309,TX,McLennan County,"46,457",18.9
48,311,TX,McMullen County,82,11.1
48,313,TX,Madison County,"2,122",17.9
48,315,TX,Marion County,"2,135",21.9
48,317,TX,Martin County,773,13.6
48,319,TX,Mason County,541,12.7
48,321,TX,Matagorda County,"6,639",18.4
48,323,TX,Maverick County,"14,859",25.9
48,325,TX,Medina County,"5,988",12.3
48,327,TX,Menard County,452,21.6
48,329,TX,Midland County,"17,351",10.1
48,331,TX,Milam County,"3,839",15.6
48,333,TX,Mills County,693,14.6
48,335,TX,Mitchell County,"1,432",21.4
48,337,TX,Montague County,"2,668",13.8
48,339,TX,Montgomery County,"54,400",9.3
48,341,TX,Moore County,"2,588",12.2
48,343,TX,Morris County,"2,462",20.2
48,345,TX,Motley County,219,17.8
48,347,TX,Nacogdoches County,"13,110",21.6
48,349,TX,Navarro County,"9,739",20.0
48,351,TX,Newton County,"2,898",22.3
48,353,TX,Nolan County,"2,615",18.2
48,355,TX,Nueces County,"57,694",16.2
48,357,TX,Ochiltree County,"1,040",10.5
48,359,TX,Oldham County,245,13.0
48,361,TX,Orange County,"11,101",13.4
48,363,TX,Palo Pinto County,"4,529",15.9
48,365,TX,Panola County,"3,578",15.7
48,367,TX,Parker County,"11,289",8.3
48,369,TX,Parmer County,"1,325",13.5
48,371,TX,Pecos County,"2,650",19.5
48,373,TX,Polk County,"6,834",15.0
48,375,TX,Potter County,"22,262",19.7
48,377,TX,Presidio County,"1,557",22.4
48,379,TX,Rains County,"1,752",14.5
48,381,TX,Randall County,"11,343",8.5
48,383,TX,Reagan County,371,10.0
48,385,TX,Real County,616,18.1
48,387,TX,Red River County,"2,185",18.2
48,389,TX,Reeves County,"2,693",21.5
48,391,TX,Refugio County,"1,125",16.3
48,393,TX,Roberts County,70,7.8
48,395,TX,Robertson County,"2,699",15.8
48,397,TX,Rockwall County,"5,125",5.1
48,399,TX,Runnels County,"1,692",16.9
48,401,TX,Rusk County,"7,900",16.4
48,403,TX,Sabine County,"1,845",17.6
48,405,TX,San Augustine County,"1,777",22.2
48,407,TX,San Jacinto County,"4,981",17.5
48,409,TX,San Patricio County,"11,425",17.3
48,411,TX,San Saba County,896,16.8
48,413,TX,Schleicher County,476,16.5
48,415,TX,Scurry County,"2,408",15.8
48,417,TX,Shackelford County,432,13.4
48,419,TX,Shelby County,"5,173",20.6
48,421,TX,Sherman County,368,12.1
48,423,TX,Smith County,"33,744",15.0
48,425,TX,Somervell County,854,9.7
48,427,TX,Starr County,"21,151",33.2
48,429,TX,Stephens County,"1,696",19.4
48,431,TX,Sterling County,161,12.6
48,433,TX,Stonewall County,194,14.6
48,435,TX,Sutton County,531,14.2
48,437,TX,Swisher County,"1,312",19.2
48,439,TX,Tarrant County,"248,032",12.1
48,441,TX,Taylor County,"21,301",16.0
48,443,TX,Terrell County,155,18.9
48,445,TX,Terry County,"2,529",22.4
48,447,TX,Throckmorton County,217,14.3
48,449,TX,Titus County,"6,035",18.6
48,451,TX,Tom Green County,"17,558",15.5
48,453,TX,Travis County,"146,724",12.0
48,455,TX,Trinity County,"2,581",17.7
48,457,TX,Tyler County,"3,584",18.2
48,459,TX,Upshur County,"6,455",15.9
48,461,TX,Upton County,512,14.2
48,463,TX,Uvalde County,"5,999",22.9
48,465,TX,Val Verde County,"8,950",18.9
48,467,TX,Van Zandt County,"8,598",15.6
48,469,TX,Victoria County,"13,855",15.4
48,471,TX,Walker County,"14,525",26.1
48,473,TX,Waller County,"7,776",15.9
48,475,TX,Ward County,"1,611",13.9
48,477,TX,Washington County,"4,566",13.8
48,479,TX,Webb County,"69,860",25.7
48,481,TX,Wharton County,"6,909",16.8
48,483,TX,Wheeler County,721,14.0
48,485,TX,Wichita County,"21,221",17.8
48,487,TX,Wilbarger County,"1,905",15.3
48,489,TX,Willacy County,"6,369",35.0
48,491,TX,Williamson County,"35,829",6.4
48,493,TX,Wilson County,"5,400",10.9
48,495,TX,Winkler County,"1,069",14.1
48,497,TX,Wise County,"6,643",9.9
48,499,TX,Wood County,"6,625",15.3
48,501,TX,Yoakum County,"1,028",12.1
48,503,TX,Young County,"2,468",13.9
48,505,TX,Zapata County,"4,529",32.1
48,507,TX,Zavala County,"3,701",32.0
49,000,UT,Utah,"283,562",9.1
49,001,UT,Beaver County,613,9.4
49,003,UT,Box Elder County,"3,986",7.3
49,005,UT,Cache County,"15,830",12.9
49,007,UT,Carbon County,"2,853",14.4
49,009,UT,Daggett County,64,6.5
49,011,UT,Davis County,"19,798",5.7
49,013,UT,Duchesne County,"2,335",11.9
49,015,UT,Emery County,"1,247",12.5
49,017,UT,Garfield County,551,11.2
49,019,UT,Grand County,"1,092",11.3
49,021,UT,Iron County,"7,444",14.4
49,023,UT,Juab County,968,8.5
49,025,UT,Kane County,779,10.5
49,027,UT,Millard County,"1,453",11.3
49,029,UT,Morgan County,478,4.0
49,031,UT,Piute County,262,18.6
49,033,UT,Rich County,218,8.9
49,035,UT,Salt Lake County,"102,660",9.0
49,037,UT,San Juan County,"3,419",22.6
49,039,UT,Sanpete County,"4,116",14.8
49,041,UT,Sevier County,"2,544",12.0
49,043,UT,Summit County,"2,570",6.2
49,045,UT,Tooele County,"4,744",6.8
49,047,UT,Uintah County,"4,031",11.5
49,049,UT,Utah County,"57,136",9.4
49,051,UT,Wasatch County,"1,750",5.3
49,053,UT,Washington County,"16,435",9.7
49,055,UT,Wayne County,347,12.9
49,057,UT,Weber County,"23,839",9.4
50,000,VT,Vermont,"64,431",10.7
50,001,VT,Addison County,"3,042",8.9
50,003,VT,Bennington County,"3,905",11.4
50,005,VT,Caledonia County,"3,648",12.5
50,007,VT,Chittenden County,"16,039",10.4
50,009,VT,Essex County,964,15.5
50,011,VT,Franklin County,"5,398",11.1
50,013,VT,Grand Isle County,579,8.2
50,015,VT,Lamoille County,"2,696",11.0
50,017,VT,Orange County,"2,901",10.2
50,019,VT,Orleans County,"3,194",12.2
50,021,VT,Rutland County,"5,842",10.4
50,023,VT,Washington County,"6,031",10.8
50,025,VT,Windham County,"4,965",12.0
50,027,VT,Windsor County,"5,227",9.6
51,000,VA,Virginia,"884,898",10.7
51,001,VA,Accomack County,"5,552",17.3
51,003,VA,Albemarle County,"8,912",8.7
51,005,VA,Alleghany County,"2,164",14.8
51,007,VA,Amelia County,"1,273",9.9
51,009,VA,Amherst County,"3,969",13.0
51,011,VA,Appomattox County,"2,123",13.5
51,013,VA,Arlington County,"14,842",6.3
51,015,VA,Augusta County,"6,531",9.0
51,017,VA,Bath County,451,10.7
51,019,VA,Bedford County,"8,162",10.4
51,021,VA,Bland County,786,14.1
51,023,VA,Botetourt County,"2,441",7.4
51,025,VA,Brunswick County,"3,187",22.5
51,027,VA,Buchanan County,"5,568",27.6
51,029,VA,Buckingham County,"2,993",20.2
51,031,VA,Campbell County,"6,132",11.3
51,033,VA,Caroline County,"2,930",9.7
51,035,VA,Carroll County,"4,605",15.7
51,036,VA,Charles City County,851,12.3
51,037,VA,Charlotte County,"2,264",19.3
51,041,VA,Chesterfield County,"26,093",7.6
